,id,sentence,subject_entity,object_entity,relation
10,543,이 5개 종목은 2016년 8월 3일 브라질 리우데자네이루에서 열린 제129차 IOC 총회에서 승인을 받아 2020년 올림픽 한 해 동안만 올림픽 종목에 포함되기로 결정되었다.,"{'word': '제129차 IOC 총회', 'start_idx': 38, 'end_idx': 50, 'type': 'EVT'}","{'word': '2016년 8월 3일', 'start_idx': 9, 'end_idx': 20, 'type': 'DAT'}",행사:일시
11,689,그리고 성화봉송은 1936년 하계 올림픽 마라톤 1등을 했던 손기정 선수가 했다.,"{'word': '손기정', 'start_idx': 34, 'end_idx': 37, 'type': 'PER'}","{'word': '1등', 'start_idx': 27, 'end_idx': 29, 'type': 'RST'}",인물:결과
12,113,누르미는 1928년 암스테르담 올림픽에서도 8년 만에 10000m 2연승을 하였다.,"{'word': '누르미', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '2연승', 'start_idx': 37, 'end_idx': 40, 'type': 'RST'}",인물:결과
13,573,"1990년 9월 18일 일본 도쿄에서 열린 IOC 총회에서 결정되었으며, 올림픽 100주년을 기념하여 그리스의 아테네에서 열릴 것이라는 예상을 깨고 미국이 개최권을 얻었다.","{'word': 'IOC 총회', 'start_idx': 24, 'end_idx': 30, 'type': 'EVT'}","{'word': '일본 도쿄', 'start_idx': 13, 'end_idx': 18, 'type': 'LOC'}",행사:장소
14,606,"재정적, 정치적 불안정 때문에 여러 차례 국내 대회를 추진했던 총리인 트리쿠피스와 자파스 올림픽 위원회의 위원장이었던 스테파노스 드라구미스는 그리스가 올림픽을 개최할 수 없을 것이라고 믿었다. 1894년말에 스테파노스 스콜로디스 산하의 조직 위원회는 올림픽 개최 비용이 쿠베르탱이 애초에 예상했던 것보다 3배나 높다고 하는 내용의 보고서를 발표했다.","{'word': '스테파노스 드라구미스', 'start_idx': 66, 'end_idx': 77, 'type': 'PER'}","{'word': '자파스 올림픽 위원회', 'start_idx': 46, 'end_idx': 57, 'type': 'ORG'}",인물:소속
15,502,경기 종목과 같은 것은 IOC 회장인 자크 로게가 2001년에 구상을 했다.,"{'word': '자크 로게', 'start_idx': 21, 'end_idx': 26, 'type': 'PER'}","{'word': 'IOC', 'start_idx': 13, 'end_idx': 16, 'type': 'ORG'}",인물:소속
16,103,"동계 올림픽은 1994년부터는 하계 올림픽과는 다른 해에 개최되었고, 그 첫 번째가 1994년 동계 올림픽이며 노르웨이 릴레함메르에서 개최되었다.","{'word': '1994년 동계 올림픽', 'start_idx': 47, 'end_idx': 59, 'type': 'EVT'}","{'word': '노르웨이 릴레함메르', 'start_idx': 62, 'end_idx': 72, 'type': 'LOC'}",행사:장소
17,516,"그래서 1984년 하계 올림픽은 전 대회인 1980년 모스크바 하계 올림픽 대회에 이어 ""반쪽 대회""라는 오명이 붙었다.","{'word': '1984년 하계 올림픽', 'start_idx': 4, 'end_idx': 16, 'type': 'EVT'}","{'word': '1980년 모스크바 하계 올림픽', 'start_idx': 24, 'end_idx': 41, 'type': 'EVT'}",관계_없음
18,310,"5월 26일에는 올림픽 지역 후원사 중 하나인 아사히 신문이 스가 총리에게 ""냉정하고 객관적으로 상황을 판단해 이번 여름 대회 취소를 결정하라""는 내용의 사설을 게재했다.","{'word': '스가 총리', 'start_idx': 34, 'end_idx': 39, 'type': 'PER'}","{'word': '5월 26일', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",관계_없음
19,1054,"출처에 따라 다음 국가들 1904년 하계 올림픽의 참가국으로 포함하는 경우도 있다. 이 대회부터 순위에 따른 금메달, 은메달, 동메달이 수여되었다.","{'word': '1904년 하계 올림픽', 'start_idx': 14, 'end_idx': 26, 'type': 'EVT'}","{'word': '금메달', 'start_idx': 61, 'end_idx': 64, 'type': 'RST'}",관계_없음
20,18,따라서 어떠한 나라가 올림픽에 참가했는지에 대해서 상당한 충돌이 발생하고 있다. IOC는 14개 나라라고 하지만 그것들을 목록화하지는 않았다. 아래 14개국은 IOC의 인증을 받은 자료이다.,"{'word': 'IOC', 'start_idx': 45, 'end_idx': 48, 'type': 'ORG'}","{'word': 'IOC', 'start_idx': 89, 'end_idx': 92, 'type': 'ORG'}",관계_없음
21,755,"2005년 7월 6일, 싱가포르의 래플스 시티 컨벤션 센터(Raffles City Convention Centre)에서 제117차 IOC 총회가 열렸다.","{'word': '제117차 IOC 총회', 'start_idx': 67, 'end_idx': 79, 'type': 'EVT'}","{'word': '2005년 7월 6일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",행사:일시
22,757,"젠 사키 백악관 대변인은 ""우리는 지난해 2020년 도쿄 올림픽을 연기하기로 한 결정을 존중한다""며 ""대통령은 미국 선수들을 자랑스럽게 지지한다""고 말했다.","{'word': '젠 사키', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '백악관', 'start_idx': 5, 'end_idx': 8, 'type': 'ORG'}",인물:소속
23,542,국제 올림픽 위원회는 삿포로를 대신할 개최지로 장크트모리츠를 선정했다.,"{'word': '국제 올림픽 위원회', 'start_idx': 0, 'end_idx': 10, 'type': 'ORG'}","{'word': '장크트모리츠', 'start_idx': 26, 'end_idx': 32, 'type': 'LOC'}",관계_없음
24,765,1972년 뮌헨 올림픽에서 스피츠는 다시 6개의 금메달을 따는 데 목적을 두었다.,"{'word': '스피츠', 'start_idx': 15, 'end_idx': 18, 'type': 'PER'}","{'word': '1972년 뮌헨 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}",인물:참가
25,771,2014년 동계 올림픽은 러시아 소치에서 열렸다.,"{'word': '2014년 동계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '러시아 소치', 'start_idx': 14, 'end_idx': 20, 'type': 'LOC'}",행사:장소
26,770,도쿄 올림픽·패럴림픽 경기 대회 조직위원회는 당초 일본의 전 총리인 모리 요시로가 위원장을 맡았으나 여성에 대한 성차별적 발언을 한 물의를 빚고 2021년 2월 사임하였다.,"{'word': '모리 요시로', 'start_idx': 38, 'end_idx': 44, 'type': 'PER'}","{'word': '도쿄 올림픽·패럴림픽 경기 대회 조직위원회', 'start_idx': 0, 'end_idx': 23, 'type': 'ORG'}",관계_없음
27,195,"동계 올림픽 역시 1928년부터 파리기를 겸용하다가, 노르웨이 오슬로에서 열린 1952년 동계 올림픽에서 당시 오슬로 시장이 올림픽기를 새로 제작, IOC 측에 전달하면서 다른 깃발을 사용하게 되었다. 이른바 '오슬로기'로 불리게 된 이 깃발은 파리기와 마찬가지로 이후 동계 올림픽 개최 도시로 전달되기 시작하였다.","{'word': '1952년 동계 올림픽', 'start_idx': 44, 'end_idx': 56, 'type': 'EVT'}","{'word': '노르웨이 오슬로', 'start_idx': 30, 'end_idx': 38, 'type': 'LOC'}",행사:장소
28,475,"라티니나는 마루 운동 타이틀을 2연승하고, 평균대 운동과 디단평행봉 2위, 도마 운동 3위를 하기도 하였다.","{'word': '라티니나', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '도마 운동 3위', 'start_idx': 42, 'end_idx': 50, 'type': 'RST'}",인물:결과
29,414,"1966년 4월 26일, 이탈리아 로마에서 열린 IOC 총회에서 서독 뮌헨으로 결정되었다.","{'word': 'IOC 총회', 'start_idx': 27, 'end_idx': 33, 'type': 'EVT'}","{'word': '서독 뮌헨', 'start_idx': 36, 'end_idx': 41, 'type': 'LOC'}",관계_없음
30,526,2003년에는 자신의 200미터와 400미터 개인혼영 세계 기록을 경신했다. 2004년 하계 올림픽 미국 선발전에서는 자신의 400미터 개인혼영 세계 기록을 다시한번 경신하였다.,"{'word': '2004년 하계 올림픽 미국 선발전', 'start_idx': 43, 'end_idx': 62, 'type': 'EVT'}","{'word': '400미터 개인혼영 세계 기록', 'start_idx': 19, 'end_idx': 35, 'type': 'RST'}",관계_없음
31,200,지금까지의 하계 패럴림픽 중 두 번 이상의 하계 패럴림픽을 개최한 도시는 아직 없으나 2020년 올림픽 개최지가 일본 도쿄가 되면서 역대 패럴림픽중 최초로 두번 개최하게 될 예정이다.,"{'word': '2020년 올림픽', 'start_idx': 48, 'end_idx': 57, 'type': 'EVT'}","{'word': '일본 도쿄', 'start_idx': 63, 'end_idx': 68, 'type': 'LOC'}",행사:장소
32,550,"로텐부르거의 기록은 같은 해에 치러진 동하계 올림픽에서 모두 메달을 따낸 최초의 기록이 되었으며, 1994년부터 동하계 대회가 2년 격차를 두고 열리게 되었기에 앞으로도 없을 유일무이한 기록으로 남게 되었다.","{'word': '로텐부르거', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '1994년', 'start_idx': 55, 'end_idx': 60, 'type': 'DAT'}",관계_없음
33,848,"한편 엘살바도르, 자이르는 재정 문제를 이유로 불참했다.","{'word': '엘살바도르', 'start_idx': 3, 'end_idx': 8, 'type': 'ORG'}","{'word': '자이르', 'start_idx': 10, 'end_idx': 13, 'type': 'ORG'}",관계_없음
34,761,100km 경기에서는 마송이 그의 팀동료인 레온 플라멩의 페이스메이커 역할을 해주었다.,"{'word': '마송', 'start_idx': 12, 'end_idx': 14, 'type': 'PER'}","{'word': '100km 경기', 'start_idx': 0, 'end_idx': 8, 'type': 'EVT'}",인물:참가
35,432,캠펄린은 1984년 로스앤젤레스 올림픽에 400m 자유형 계주 팀의 일원으로 참가하여 세계 기록과 함께 금메달을 땄다.,"{'word': '캠펄린', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '400m 자유형 계주', 'start_idx': 23, 'end_idx': 34, 'type': 'SPT'}",인물:참가
36,148,"한편 1994년 1월 6일 미국의 피겨스케이팅 선수 낸시 케리건이 경쟁자 토냐 하딩의 전 남편의 사주로 피격을 받는 사상초유의 사태가 벌어지면서, 여자 피겨스케이팅 경기가 새삼 언론의 이목을 끌게 되었다. 케리건과 하딩 모두 대회에는 정상 출전하였으나 캐리건만 은메달을 획득하였고, 우크라이나의 오크사나 바이울이 우승하면서 고국에 첫 금메달을 안겼다.","{'word': '낸시 케리건', 'start_idx': 29, 'end_idx': 35, 'type': 'PER'}","{'word': '피겨스케이팅', 'start_idx': 19, 'end_idx': 25, 'type': 'SPT'}",인물:참가
37,54,"고대 그리스가 올림픽의 발상지여서 첫 근대 올림픽이 열리기에 적당한 장소였던 아테네는 1894년 6월 23일에 파리에서, 프랑스의 역사학자인 쿠베르탱이 주관한 올림픽 의회에서 만장일치로 개최지 자격을 얻었다.","{'word': '올림픽 의회', 'start_idx': 89, 'end_idx': 95, 'type': 'ORG'}","{'word': '1894년 6월 23일', 'start_idx': 48, 'end_idx': 60, 'type': 'DAT'}",관계_없음
38,900,"이후 그는 2014년 동계 올림픽 3관왕인 벨라루스의 바이애슬론 선수 다리야 돔라체바와 연애중이라는 소문이 돌기 시작했으며, 결국 그는 2016년 1월에 가진 인터뷰에서 2018년 동계 올림픽까지 선수 생활을 유지한다는 뜻을 밝히면서 돔라체바와 교제중이라는 사실을 공표하면서, 돔라체바가 자신의 아이까지 임신했음을 밝혔다.","{'word': '다리야 돔라체바', 'start_idx': 39, 'end_idx': 47, 'type': 'PER'}","{'word': '벨라루스', 'start_idx': 24, 'end_idx': 28, 'type': 'ORG'}",인물:소속
39,19,14개 참가국 중에서 10개의 국가가 메달을 가져갔으며 3개의 메달은 다국적혼성팀이 가져갔다.,"{'word': '다국적혼성팀', 'start_idx': 39, 'end_idx': 45, 'type': 'ORG'}","{'word': '3개의 메달', 'start_idx': 31, 'end_idx': 37, 'type': 'RST'}",단체:결과
40,1,현재 1988년 하계 올림픽에 참가했던 나라들의 국기들은 올림픽공원에 게양되어 있다.,"{'word': '1988년 하계 올림픽', 'start_idx': 3, 'end_idx': 15, 'type': 'EVT'}","{'word': '올림픽공원', 'start_idx': 32, 'end_idx': 37, 'type': 'LOC'}",관계_없음
41,457,"2016년 8월 3일 국제 올림픽 위원회(IOC)는 브라질 리우데자네이루에서 열린 제129차 IOC 총회에서 야구, 소프트볼, 가라테, 서핑, 스포츠클라이밍, 스케이트보드, 3x3 농구(길거리 농구)를 2020년 하계 올림픽 종목으로 추가하기로 결정했으며 2017년 6월 9일에 열린 집행위원회에서 해당 결정을 승인했다.","{'word': '2020년 하계 올림픽', 'start_idx': 113, 'end_idx': 125, 'type': 'EVT'}","{'word': '소프트볼', 'start_idx': 65, 'end_idx': 69, 'type': 'SPT'}",행사:하위_행사
42,1001,"비온디는 경력 동안에 제임스 E. 설리번 상을 수상하였고, ""올해의 UPI 스포츠맨"", ""올해의 USOC 스포츠맨"" 그리고 스위밍 월드 잡지에 의하여 2회의 ""세계의 남자 수영 선수""(1986, 1988)로 선정되었다.","{'word': '비온디', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '제임스 E. 설리번 상', 'start_idx': 12, 'end_idx': 24, 'type': 'RST'}",인물:결과
43,785,2020년 도쿄 올림픽 및 패럴림픽 자원봉사자 신청은 2018년 9월 26일부터 접수를 받았다.,"{'word': '2020년 도쿄 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '2018년 9월 26일', 'start_idx': 30, 'end_idx': 42, 'type': 'DAT'}",관계_없음
44,395,"1984년 로스앤젤레스 올림픽에서 루이스는 제시 오언스가 1936년 베를린 올림픽에서 우승했던 종목들 - 100m, 200m, 400m 릴레이, 멀리뛰기를 되풀이하여 4관왕이 되었다.","{'word': '루이스', 'start_idx': 19, 'end_idx': 22, 'type': 'PER'}","{'word': '4관왕', 'start_idx': 93, 'end_idx': 96, 'type': 'RST'}",인물:결과
45,205,펜싱 경기는 고대 올림픽의 재건을 꿈꾸었던 에방겔리스 자파스의 자금으로 만들어진 자피온에서 열렸으며 이 곳에서 그 전까지는 어떠한 운동 경기도 열리지 않았다. 아마추어 선수들만 참가가 허락된 다른 스포츠와는 달리 프로 선수들도 각 종목에 한해서 참가가 허용되었다.,"{'word': '펜싱 경기', 'start_idx': 0, 'end_idx': 5, 'type': 'EVT'}","{'word': '자피온', 'start_idx': 45, 'end_idx': 48, 'type': 'LOC'}",행사:장소
46,478,"버클리로 돌아가 비온디는 다시 한번 가을에 NCAA 선수권 수구 팀에서 뛰면서 이듬해 겨울에 자신의 첫 NCAA 수영 타이틀 8개를 우승하였다. 그는 1985년, 1986년, 1987년 ""올해의 NCAA 수영 선수""로 선정되어 몇몇의 국내 밑 NCAA 기록을 세운다.","{'word': '비온디', 'start_idx': 9, 'end_idx': 12, 'type': 'PER'}","{'word': 'NCAA 선수권', 'start_idx': 24, 'end_idx': 32, 'type': 'EVT'}",인물:참가
47,604,"2005년 12월, IOC 직원인 앨릭스 길래디(Alex Gilady)는 런던은 투표 오류로 인해 파리를 꺾은 것이라고 주장했다.","{'word': '앨릭스 길래디', 'start_idx': 19, 'end_idx': 26, 'type': 'PER'}","{'word': 'IOC', 'start_idx': 11, 'end_idx': 14, 'type': 'ORG'}",인물:소속
48,1014,"1924년 하계 올림픽에서 에콰도르, 아이티, 아일랜드, 라트비아, 리투아니아, 필리핀, 폴란드, 우루과이 8개국이 처음으로 하계 올림픽에 참가했다.","{'word': '에콰도르', 'start_idx': 15, 'end_idx': 19, 'type': 'ORG'}","{'word': '1924년 하계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}",단체:참가
49,1031,"1940년 이후, 중단된 동계 올림픽과 하계 올림픽은 1948년 동계 올림픽을 시작으로 다시 개최된다. 둘은 1992년까지는 같은해에 개최되었다.","{'word': '1948년 동계 올림픽', 'start_idx': 30, 'end_idx': 42, 'type': 'EVT'}","{'word': '1992년', 'start_idx': 61, 'end_idx': 66, 'type': 'DAT'}",관계_없음
50,1072,1908년 런던 대회에서는 이탈리아 선수인 도란도 피에트리가 가장 먼저 경기장에 들어왔으나 매우 지쳐 완주 직전 주저앉게 되었고 이때 경기 진행요원의 도움을 받아 결승점을 통과한다.,"{'word': '도란도 피에트리', 'start_idx': 27, 'end_idx': 35, 'type': 'PER'}","{'word': '1908년 런던 대회', 'start_idx': 3, 'end_idx': 14, 'type': 'EVT'}",인물:참가
51,1084,"한편 1972년 동계올림픽에서 프란시스코 페르난데스 오초아 선수가 알파인스키 회전에서 우승하여, 스페인 출신으로는 처음이자 마지막으로 동계올림픽 금메달을 획득하였다.","{'word': '프란시스코 페르난데스 오초아 선수', 'start_idx': 20, 'end_idx': 38, 'type': 'PER'}","{'word': '1972년 동계올림픽', 'start_idx': 6, 'end_idx': 17, 'type': 'EVT'}",인물:참가
52,614,사마란치는 IOC의 최악의 범죄는 끝났다고 선언했지만 예전에 올림픽 선수였던 마크 튜크스버리(Mark Tewksbury)를 비롯한 사람들이 그의 퇴진을 주장했다.,"{'word': '사마란치', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '마크 튜크스버리', 'start_idx': 43, 'end_idx': 51, 'type': 'PER'}",관계_없음
53,677,라티니나는 개인 종합에서 소련 팀을 첫 4개의 장소로 이끌어 9점 차이로 단체전을 우승하는 데 안정시켰다.,"{'word': '라티니나', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '우승', 'start_idx': 46, 'end_idx': 48, 'type': 'RST'}",인물:결과
54,187,1960년 하계 올림픽은 대한민국 선수단이 단 한 개의 메달도 따내지 못한 유일한 대회이다.,"{'word': '대한민국 선수단', 'start_idx': 14, 'end_idx': 22, 'type': 'ORG'}","{'word': '1960년 하계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}",단체:참가
55,587,1992년 수영에 복귀한 스피츠는 1992년 바르셀로나 올림픽에 참가하기로 하였으나 선발전에서 2초나 늦어 실패하였다.,"{'word': '스피츠', 'start_idx': 14, 'end_idx': 17, 'type': 'PER'}","{'word': '1992년 바르셀로나 올림픽', 'start_idx': 19, 'end_idx': 34, 'type': 'EVT'}",관계_없음
56,598,투르쿠에서 태어난 누르미는 1920년에서 올림픽 명예를 얻은 다른 핀란드의 선수들 중에 1912년 스톡홀름 올림픽에서 3개의 장거리 육상을 우승한 하네스 콜레마이넨에 의하여 영감을 받았다.,"{'word': '누르미', 'start_idx': 10, 'end_idx': 13, 'type': 'PER'}","{'word': '1912년 스톡홀름 올림픽', 'start_idx': 49, 'end_idx': 63, 'type': 'EVT'}",관계_없음
57,233,"오스트레일리아, 뉴질랜드는 오스트랄라시아 선수단을 결성하여 올림픽에 참가했다.","{'word': '오스트레일리아', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '오스트랄라시아 선수단', 'start_idx': 15, 'end_idx': 26, 'type': 'ORG'}",관계_없음
58,224,"그러나 대회 개막에 앞서 조지아의 루지 선수 노다르 쿠마리타슈빌리가 휘슬러 슬라이딩 센터에서 연습 훈련을 하던 중 사망하는 사고가 벌어지면서, 해당 트랙의 구조를 안전하게 교체하는 작업이 이뤄지기도 했다.","{'word': '노다르 쿠마리타슈빌리', 'start_idx': 25, 'end_idx': 36, 'type': 'PER'}","{'word': '조지아', 'start_idx': 14, 'end_idx': 17, 'type': 'ORG'}",인물:소속
59,297,"1972년 하계 올림픽은 1972년 8월 26일부터 9월 11일까지 서독 뮌헨에서 개최된 제20회 하계 올림픽이다. 독일에서 열린 두 번째 하계 올림픽으로 독일은 이 대회를 통해 독일의 민주주의와 새로운 이미지를 보이기 위해 노력하였다. 이 대회의 공식 모토인 ""행복한 경기(Happy)""와 엠블럼 ""밝은 태양""은 이러한 노력의 일환이다. 또한 이 대회는 마스코트인 닥스훈트 발디가 공식으로 채택된다.","{'word': '1972년 하계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '서독 뮌헨', 'start_idx': 38, 'end_idx': 43, 'type': 'LOC'}",행사:장소
60,764,"다음 국가들은 멜버른에서 열린 본 대회에는 참가하지 않았으나, 스톡홀름에서 미리 개최된 승마 대회에는 참가하였다.","{'word': '승마 대회', 'start_idx': 49, 'end_idx': 54, 'type': 'EVT'}","{'word': '스톡홀름', 'start_idx': 35, 'end_idx': 39, 'type': 'LOC'}",행사:장소
61,597,2013년 2월 12일 국제 올림픽 위원회(IOC)는 첫 근대 올림픽인 1896년 아테네 하계 올림픽 때부터 정식 종목이었던 레슬링을 25개 핵심 종목에서 제외하기로 결정하였다.,"{'word': '1896년 아테네 하계 올림픽', 'start_idx': 40, 'end_idx': 56, 'type': 'EVT'}","{'word': '레슬링', 'start_idx': 70, 'end_idx': 73, 'type': 'SPT'}",관계_없음
62,260,개최지 투표는 2009년 10월 2일에 덴마크 코펜하겐에서 열린 IOC 총회에서 진행되었다.,"{'word': 'IOC 총회', 'start_idx': 36, 'end_idx': 42, 'type': 'EVT'}","{'word': '2009년 10월 02일', 'start_idx': 8, 'end_idx': 20, 'type': 'DAT'}",행사:일시
63,206,"쿠베르탱은 1890년에 올림픽 개최지와 관련해서 ""La Revue Athletique""에서 잉글랜드 슈롭셔주에 있는 웬록을 지지한다는 사설을 기고했다.","{'word': '쿠베르탱', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '올림픽 개최지', 'start_idx': 13, 'end_idx': 20, 'type': 'LOC'}",관계_없음
64,640,개막식에서는 최종 성화주자 귀도 카롤리가 스케이트를 타며 올림픽 스타디움에 들어서는 세레모니를 하였다.,"{'word': '개막식', 'start_idx': 0, 'end_idx': 3, 'type': 'EVT'}","{'word': '올림픽 스타디움', 'start_idx': 32, 'end_idx': 40, 'type': 'LOC'}",행사:장소
65,704,이곳에 당시 영국 총리였던 토니 블레어가 5개 후보 도시 중 유일하게 참석했다.,"{'word': '토니 블레어', 'start_idx': 15, 'end_idx': 21, 'type': 'PER'}","{'word': '영국', 'start_idx': 7, 'end_idx': 9, 'type': 'ORG'}",인물:소속
66,551,"몰타, 파나마, 남로디지아(현재의 짐바브웨) 3개국이 처음으로 하계 올림픽에 참가했다.","{'word': '몰타', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '남로디지아', 'start_idx': 9, 'end_idx': 14, 'type': 'ORG'}",관계_없음
67,620,"2021년 7월 23일 오후 8시, 일본 도쿄의 올림픽 스타디움에서 하계 올림픽 개막식이 열렸다.","{'word': '하계 올림픽 개막식', 'start_idx': 38, 'end_idx': 48, 'type': 'EVT'}","{'word': '올림픽 스타디움', 'start_idx': 27, 'end_idx': 35, 'type': 'LOC'}",행사:장소
68,955,2020년 하계 올림픽은 2021년 7월 23일부터 8월 8일까지 일본 도쿄에서 진행된 제32회 하계 올림픽이다.,"{'word': '2020년 하계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '일본 도쿄', 'start_idx': 37, 'end_idx': 42, 'type': 'LOC'}",행사:장소
69,963,"특히 1988년 서울 하계 올림픽은 미국과 소련을 위시한 양대 진영의 냉전 구도가 극명하게 드러나는 '격전지' 중 하나인 대한민국에서 개최된다는 점에서 공산 진영의 참가 문제가 민감할 수밖에 없었다. 대한민국은 당시 공산 진영의 국가들과 외교 관계조차 수립하지 않은 상황이었고, 조선민주주의인민공화국은 이들 공산 국가들의 참가를 막기 위한 로비 활동을 하였다. 그럼에도 공산 국가인 중화인민공화국이 1984년 7월에, 독일민주공화국이 1985년 3월에 참가를 선언한 상황이었다.","{'word': '중화인민공화국', 'start_idx': 214, 'end_idx': 221, 'type': 'ORG'}","{'word': '1988년 서울 하계 올림픽', 'start_idx': 3, 'end_idx': 18, 'type': 'EVT'}",관계_없음
